,Title,Context,,Length,Category,Countries mentioned,Top5-Hot-Words,Organizations,URL,Release Date
365,太平洋岛国前领导人：澳洲在气候治理方面应起带头作用,【南太之声编译报道】前太平洋地区领导人近日呼吁澳大利亚在该地区的气候变化问题上发挥带头作用，称除非采取更多行动，否则他们的“未来将受到威胁”。太平洋岛屿新闻协会网9月16日援引澳大利亚联合新闻社（AAP）网站报道，基里巴斯前总统汤（Anote Tong）和帕劳前总统雷门格绍（Thomas Esang Remengesau Jr.）近期在澳大利亚与政府、反对派和中立议员讨论该国的气候政策。9月14日，他们代表独立组织太平洋长者之声（PEV）会见了几名议员，呼吁进一步削减排放，并呼吁削减或停止新的煤炭和天然气项目。汤表示，该组织承认阿尔巴尼斯政府在气候变化问题上采取了“更为积极的立场”，并欢迎其近日通过的气候法案，该法案将2030年减排43%的目标写入法律。但汤表示，由于政策已经确定，还可以采取更多措施。他说：“除非我们能在气候变化问题上做得更多，否则我们的未来，我们孙辈的未来都将处于危险之中。”汤表示，他希望澳大利亚未来能够“进一步削减”，但也承认“这需要时间”。雷门格绍说:“澳大利亚是老大哥，在气候变化问题上需要起带头作用。”2015年，汤呼吁暂停开采新煤矿，澳大利亚参议员波柯可（Senator Pocock）也是签名者之一。现在他也发出了类似的呼吁。他表示，澳大利亚在支持新化石燃料项目的同时，与太平洋地区共同主办2024年第29届联合国气候变化大会“似乎是一种矛盾”。但汤表示，此次请求将是太平洋地区团结起来的“绝佳机会”，“向世界其他国家表明，我们正在自己的后院做一些有意义的事情”。雷门格绍也同意气候变化是“安全的核心”，并且必须与地缘防御相平衡。“地缘防御战略很重要，因为你希望岛屿之间保持和平与安宁。但是，如果没有人享受和平，和平还有那么重要吗？在这个平衡中，需要首先考虑做什么。对我们来说，重要的不是军事定位，而是气候变化的生存威胁。”澳大利亚气候变化部长鲍文（Chris Bowen）14日宣布，已任命三名新成员加入气候变化管理局——马歇尔博士（Dr Virginia Marshall）、休斯教授（Professor Lesley Hughes）和莫斯廷（Sam Mostyn）。波柯可参议员说，这些任命是“伟大的第一步”，但他希望看到更多有气候科学背景的人（能得到任命）。（周晓编译）,,960,历史,澳大利亚 基里巴斯 帕劳,气候 澳大利亚 变化 太平洋 呼吁 ,联合国 太平洋长者之声（PEV） 亚太计划,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226805&idx=2&sn=e2ea0f4ce5e2e4fef171eb9edbfd372e&chksm=bef92303898eaa151ea7221c8adcb565f36a15d9fcd3ea6afb773f7332d49ec3e757b0c8647b#rd,1667207498
",2022.9.25
366,马绍尔群岛宣布开放边境：是时候让生活恢复正常化了,【南太之声编译报道】马绍尔群岛9月15日结束了3年多来的健康灾难状态，并在该周内开放边境，允许正常旅行。太平洋岛屿新闻协会网援引马绍尔群岛日报网报道，马绍尔群岛政府的健康灾难状态在当地时间于15日到期，国家灾难委员会表示没有理由继续延长。为应对奥密克戎变种BA.5的传播，政府8月初制定了在公共场所佩戴口罩的规定，预计国家灾害委员会将在短期内取消这一规定。卫生部长尼丹瑟尔（Jack Niedenthal）说:“马绍尔群岛在经历了3年多的卫生紧急/灾难状态之后，感谢上帝，它终于结束了。我想对所有人说一声kommol tata（谢谢），感谢社区范围内的巨大努力，让我们渡过了难关。现在是时候继续前进，让我们的生活（恢复）正常了。”政府首席秘书卡布亚（Kino Kabua）证实，取消戴口罩的规定已列入国家灾害委员会的议程。她说:“目前的命令是基于最初的预测，即我们将经历两到三个月的疫情。但事实并非如此。”奥密克戎变种BA.5在马绍尔群岛经历过一段“起伏”。8月中旬预计（感染）总人口为4.2万人，而在第一批病例出现后的一个星期内，每天报告的感染人数超过1000例。到9月1日，马朱罗（Majuro）和埃贝耶（Ebeye）的病例数下降到每天不到10例，本周马朱罗和埃贝耶几乎没有报告新病例，只有两个外岛报告了少量新病例。自2020年年中以来，马绍尔群岛对入境采取有管理的防疫措施。近日该禁令被解除，成为两年半以来首次开放边境。（周晓编译）,,619,旅游,马绍尔群岛,马绍尔 群岛 灾难 病例 开放 ,太平洋岛屿新闻协会网 国家灾害委员会 亚太计划,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226797&idx=1&sn=d2897f565dd840caaf2b36313c128439&chksm=bef9231b898eaa0d077f53fe1064b0eb7b9fd4f23c784c7508935ce2d76bcfba352bdb0b0560#rd,1667129169
",2022.9.24
367,萨摩亚旅游经营者吁游客给予更多理解和支持,【南太之声编译报道】萨摩亚旅游经营者近日谴责了一些外国游客不切实际的期望，以及一些当地人对旅游业疏于支持的行为，同时呼吁大家（对该行业给予）理解。萨摩亚观察者网9月19日报道，乌波卢岛（Upolu）南岸的一位只愿透露姓名为法拉尼（Falani）的海滩酒店经理指出，一些外国客人对萨摩亚的服务抱有很高的期望，却在暗中协商完后拿着退款离开。“我们虽然员工很少，但我们仍欢迎客人，”法拉尼说。“上月底，我们接待了一些很好的客人，他们对阳光、温暖的大海和食物及我们的服务都很赞赏。但有一个团体让我们做了很多工作，然后要求退款。后来我们发现，他们在撒谎，这样我们就可以把钱退给他们，因为我们有取消政策。我们决定不去管它了，但我敢肯定他们也会对萨瓦伊岛（Savai’i）的其他经营者们这么做。”最近，在一位萨瓦伊岛的经营者将焦点放在了不知感恩的客人身上后，托米西纳岛度假酒店（Taumeasina Island Resort）和萨摩亚旅游管理局董事会主席巴克纳尔（Tuiataga Nathan Bucknall）也在社交媒体上发表了看法。巴克纳尔说:“我真的很难过，因为我们刚刚开放了边境。有些人做得还好，有些人不行。但每个人都在尽最大努力达到所需的标准。令人难过的是，人们不是在帮助这个行业，而是试图把它搞垮，这是一个萨摩亚人把另一个萨摩亚人搞垮。”巴克纳尔呼吁大家对萨摩亚的旅游经营者表示赞赏和理解。他说，每个人都在尽最大努力重新振作起来。以下是萨瓦伊岛旅游运营者在社交平台“脸书”（Facebook）上发布的部分内容：“请为我们酒店的同事考虑一下吧。萨摩亚的所有旅游业务都遭受了新冠肺炎疫情长达3年的影响。当你以为安全的时候，第二波浪潮带来了大量的游客，但我们的行业仍然处于困境当中，没有足够的工人来满足需求。对于所有在旅游行业工作的人，自从边境开放以来，你们已经加班好几星期，只是用一片热忱服务他人，我们向你们致敬。正是因为你们的坚持不懈，我们的酒店业才会再次蓬勃发展，你们将继续秉持着对国家的热爱和为他人服务（的信念）继续做下去。”（周晓编译）,,872,旅游,萨摩亚 乌波卢岛 萨瓦伊岛 托米西纳岛,萨摩亚 旅游 经营者 一些 行业 ,联合国 亚太计划,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226797&idx=2&sn=60cbcd53a87c7fa9aa7f83d927a84892&chksm=bef9231b898eaa0d0c709f1ff3289006335b8b33294c6a84d5e4b1f24d79e020e82906386d4e#rd,1667129169
",2022.9.24
368,巴新总理：国企改革可提升业绩,【南太之声编译报道】巴新总理马拉佩（James Marape）近日在他的独立讲话中表示，如果服务业不能可靠地运转，经济就无法发展和进步。对此，国有企业（SOE）的改革将提升业绩。巴布亚新几内亚《国民报》15日报道，马拉佩说：“为了支持我们的经济，我们已经开始对我们的国有企业进行重大改革，以提高它们在服务提供和收入创造方面的整体表现。这些改革旨在确保盈利能力，改善航空业、水、电和电信服务，确保国有企业的独立性，并在董事会中实现性别平衡，以鼓励良好治理。”马拉佩还说，《1992年采矿法》（Mining Act1992）的审查工作已经完成，一旦内阁批准，议会将确保资源所有者、国家和开发商获得公平回报。已经通过的其他修正案包括《矿物资源管理局修正案》（Mineral Resource Authority Amendment Act）和《1992年采矿法》的某些章节，以适应必要的情况。（萨琳编译）,,399,经济,巴布亚新几内亚,改革 马拉佩 国有 企业 已经 ,无,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226795&idx=1&sn=8f237cff9299f794941b81acea7bdde0&chksm=bef9231d898eaa0b6f16def9b17bb74b9cc66f696818d66723d2ab896cb1f15557dcae7b909f#rd,1667033212
",2022.9.24
369,【快讯】2022年9月22日斐济无新增新冠确诊病例,截至9月22日上午8点，卫生部公布了本日无新增新冠确诊病例。无新增死亡报告。今日共16名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例70个，共记录了68234个病例，其中66290人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68164。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年9月21日，斐济共有95.3%的成人（58.9万人）完全接种了疫苗，104.1%（原文数据）的成人（64.3万人）完成了第一针疫苗的接种。15至17岁的儿童共有32432名完全接种了疫苗，39027名完成了第一针疫苗的接种。12至14岁的儿童共有16866名完全接种了疫苗,,407,健康,Not mentioned,病例 疫苗 接种 确诊 9月 ,联合国,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226795&idx=2&sn=eb79803d18e6d0f5a1fa5f4c87940ca8&chksm=bef9231d898eaa0bbc09455d3af8a07916df72fb5ef855751f82f327bd621864ad736fa416e6#rd,1667033212
",2022.9.23
370,“你是斐济人？”查尔斯三世认出一名排队瞻仰女王棺椁的斐济人,斐济民众排队吊唁被查尔斯三世认出斐济村新闻网报道，当时，查尔斯三世突然停下来询问一位民众是不是斐济人，对方笑得很开心，点了点头。在认出这名斐济男子后，国王与其进行了简短的交谈。社交媒体上流传的另一段视频显示，这名斐济人和他的两个孩子之后进入到威斯敏斯特教堂大厅，在女王棺椁前进行了“va-cobocobo”的仪式。他在女王的灵柩前坐下，拍手三次以示尊敬。其实，在女王的送别仪式上，处处都有斐济人的身影。此前，一位来自斐济的苏格兰皇家兵团成员是上周女王送葬队伍中的护柩者。斐济总理参加女王葬礼：签署官方吊唁簿表达斐济人民哀悼《斐济时报》报道，9月19日，斐济总理姆拜尼马拉马(Voreqe Bainimarama）出席了女王的国葬，他代表斐济人民向已故女王伊丽莎白二世表示敬意。随后，他在兰开斯特宫的官方吊唁簿上签名，转达了所有斐济人的祈祷和良好祝愿。（图/《斐济时报》截图）姆拜尼马拉马感谢女王为世界做出的卓越贡献。他说，已故女王在确保英联邦建立在国家和种族平等伙伴关系上的功绩将永远被铭记。,,446,历史, 英国 苏格兰,女王 斐济人 查尔斯 认出 排队 ,英联邦,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226795&idx=3&sn=4b78c27c69c230286a47a877da0762b5&chksm=bef9231d898eaa0b4753e0ff02c7ad74ac99afef161969348493464e9db1ed41d1e68b8ec2b9#rd,1667033212
",2022.9.23
371,共商蓝色发展 所罗门群岛驻华大使在厦门参访涉海机构,为扩大“蓝色朋友圈”，立足厦门，加强与所罗门群岛及其他太平洋岛国的海洋交流与合作，厦门市海洋发展局官员近日陪同所罗门群岛驻华大使约翰·傅桂（John Fugui）、太平洋岛国贸易与投资署贸易专员莫纳·马托（Mona Mato）等一行参访自然资源部第三海洋研究所，并就共同拓展海洋合作进行座谈交流。首先，大使一行调研了自然资源部第三海洋研究所海洋大气化学与全球变化重点实验室，详细了解该所在气候变化研究方面取得的丰硕成果。随后，厦门市海洋发展局领导主持召开座谈会，与会人员就共同推进蓝色发展工作进行交流。自然资源部第三海洋研究所主要领导、分管领导、有关专家及福建海洋研究所国际交流培训中心主任、联泰集团厦门市联成渔业有限公司董事分别介绍了各自与太平洋岛屿国家在气候变化、蓝色经济、人才培训等领域的工作基础和合作设想。厦门市海洋发展局表示，将积极发挥作为沟通桥梁作用，依托厦门国际海洋周、厦门市海洋国际合作中心、国际海鲜展等平台，推动更多科研机构跟与所罗门群岛等岛国的科研院校进行合作，鼓励更多涉海企业到岛国进行合作和投资，共同推动岛国双方丰富的渔业资源、旅游资源的可持续开发利用。所罗门群岛驻华大使约翰·傅桂（John Fugui）表示，通过参加往届的厦门国际海洋周活动，对厦门的海洋发展有了更加深入的了解和认识，愿意为厦门涉海企业到所罗门群岛投资搭建桥梁，期待和欢迎厦门远洋渔业企业到所罗门群岛开展渔业资源开发利用；同时，希望和更多的在厦涉海企业和科研院所开展合作，支持组织人员参与在厦科研单位承办的涉海培训班。,,656,旅游,所罗门群岛 中国 太平洋岛国,海洋 所罗门 群岛 厦门 合作 ,联合国 亚太计划 厦门国际海洋周 厦门市海洋国际合作中心 国际海鲜展 自然资源部第三海洋研究所 福建海洋研究所国际交流培训中心 联泰集团厦门市联成渔业有限公司。,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226795&idx=4&sn=041f0ef9eb85a2f00d6d526a0deccbe2&chksm=bef9231d898eaa0b0da96048db3d05a3c17f1146e460ed2fb8bd149ae26f921a97680a910786#rd,1667033212
",2022.9.23
372,中国愿与太平洋岛国继续密切沟通 助岛国应对气候变化,2022年9月14日，中国—太平洋岛国应对气候变化对话交流会在北京召开。（图/《北京日报》）有记者提问，9月14日，中国—太平洋岛国应对气候变化对话交流会在北京召开。发言人能否进一步介绍情况？毛宁介绍，14日，中国气候变化事务特使解振华与汤加、斐济、密克罗尼西亚联邦、所罗门群岛、基里巴斯、萨摩亚、瓦努阿图等太平洋岛国的驻华使节举行了中国—太平洋岛国应对气候变化对话交流会。与会各方就应对气候变化政策行动、《联合国气候变化公约》第27次缔约方大会的成果预期、气候变化南南合作等议题深入交换了意见。会议取得了积极成效，加深了各方对彼此国家应对气候变化战略规划所做努力和政策主张的了解，达到了增进互信、促进合作的目的。与会岛国使节都高度赞赏中国积极应对气候变化的行动和成效，感谢中方为太平洋岛国应对气候变化提供了宝贵支持，愿与中方进一步加强对话协商，共同为推动气候多边进程作出积极贡献。毛宁表示，作为负责任的大国，中方一贯高度重视太平洋岛国在应对气候变化方面所面临的特殊困难和关切。多年来，我们为岛国提升应对气候变化的能力提供了物资援助和能力建设培训等支持。中方愿与太平洋岛国继续密切沟通，通力合作，通过双边渠道并在南南合作框架下，发挥好中国—太平洋岛国应对气候变化合作中心等平台的作用，帮助岛国更好的应对气候变化，实现可持续发展，共建中国—太平洋岛国命运共同体。,,580,历史,汤加  密克罗尼西亚联邦 所罗门群岛 基里巴斯 萨摩亚 瓦努阿图,气候 变化 岛国 应对 太平洋 ,联合国气候变化公约,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226795&idx=5&sn=b338bdda391e55ecbe9bbb3fa21f7923&chksm=bef9231d898eaa0bec95e84131935733df6dae845aab1ccbd76b2e4d6b38a92e18b52d905fc9#rd,1667033212
",2022.9.23
373,取消口罩令和入境前检疫 瓦努阿图变更国际旅行规定,【南太之声编译报道】从12日开始，入境瓦努阿图的游客在飞机和抵达机场时都不再被要求佩戴口罩。这是卫生部近日宣布的国际旅行要求变更之一。对此，瓦努阿图旅游办公室（VTO）表示，取消出发前检疫措施将极大地帮助旅游业复苏。瓦努阿图《瓦国日报》报道，卫生部也表示，虽然不再强制要求在航班上佩戴口罩，但还是建议有严重疾病风险的乘客佩戴。卫生部公布的第二项变动是取消出发前检疫要求。从12日开始，如果旅行者没有症状，在进入瓦努阿图之前不需要进行新冠病毒检测。而那些患有新冠肺炎或有其他症状的人被要求推迟前往瓦努阿图的旅行。对此，旅游办公室表示，“‘胜利者’现在可以毫不费力地前往瓦努阿图。”办公室首席执行官阿鲁（Adela Issachar Aru）说：“瓦努阿图走过了漫长的道路。在今年7月重新开放边境之前的几个月里，取消所有入境前检测一直是一个有争议的问题，现在边境开放后，我们欢迎卫生部的修订改变。”如果游客想了解相关规定的更多信息，可以访问瓦努阿图卫生部官网查阅。（萨琳编译）,,436,旅游,瓦努阿图,瓦努阿图 要求 卫生部 取消 入境 ,瓦努阿图旅游办公室（VTO）,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=2&sn=8f270f40b7b26bb89b3f3055a277dbca&chksm=bef92339898eaa2fdf5f8dc4e4ad96b0e6e17ed7dcadca44df8be1f3731118341075121c7f13#rd,1666940877
",2022.9.22
374,基里巴斯政府再次抨击司法 宣布致力于解决权力失衡问题,【南太之声编译报道】基里巴斯政府网站表示，在首席大法官黑斯廷斯（Bill Hastings）被停职后，基里巴斯将很快任命代理首席大法官。新西兰RNZ网站报道，基里巴斯目前没有地方法官级别以上的法官，此前政府还暂停了3名上诉法院法官的职务，因为这些法官支持首席大法官黑斯廷斯关于政府试图罢免和驱逐高等法院法官兰伯恩（David Lambourne）的决定。在政府发表任命代理首席大法官的最新声明之际，基里巴斯反对派称其行为违反宪法，并对马茂（Taneti Maamau）政府提出不信任动议。声明中提到了担心司法机构变得过于强大，从而改变与行政部门的权力平衡等问题。声明中称，政府将严重关注上诉法院的判决，并声称在兰伯恩案中，他们“故意设立一个终身任命的，对基里巴斯和英联邦国家十分陌生的职位。”政府表示，其成立的独立法庭旨在纠正这种权力失衡。声明表示：“法庭的任务是调查这3名法官，他们显然违反了他们的誓言和具有法律约束力的习俗和传统惯例，继续向兰伯恩授予终身法官职位，但他们应该知道，兰伯恩已在宣誓书中承认，他知道基里巴斯的每一位法官的任期均为3年，且这种终身任命从来不是基里巴斯的惯例和习惯。”“基里巴斯政府注意到，一些外部法律机构继续根据耸人听闻的媒体报道以及黑斯廷斯和上诉法院一边倒的表面判决，对基里巴斯的法治提出质疑并发表负面评论。如果他们真的有意协助基里巴斯解决这一内部问题，那么在发表评论和追赶话题热度之前，他们应该更深入地研究和全面了解这一问题，包括基里巴斯的习俗、宪法和法律及其用法。”基里巴斯政府表示，将尊重法治，致力于确保司法部门继续发挥作用，满足基里巴斯人民的需要。政府和司法部门会共同努力，让招募而来的代理首席大法官尽快就任。（罗伊编译）,,731,历史,新西兰 基里巴斯 英联邦,基里巴斯 政府 法官 首席 大法官 ,无,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=3&sn=2ce1d914313146dff92b9394c3d3b811&chksm=bef92339898eaa2f27e2ed62c89676fa05254019562f62e970f382c298927a48cf029ecdd294#rd,1666940877
",2022.9.22
375,【快讯】2022年9月15日斐济共新增2个新冠确诊病例,今日共17名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例75个，共记录了68223个病例，其中66274人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68153。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年9月14日，斐济共有95.2%的成人（58.9万人）完全接种了疫苗，104%（原文数据）的成人（64.3万人）完成了第一针疫苗的接种。15至17岁的儿童共有32420名完全接种了疫苗，39029名完成了第一针疫苗的接种。12至14岁的儿童共有16727名完全接种了疫苗,,367,健康,Not mentioned,病例 疫苗 接种 确诊 共有 ,,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=4&sn=081ba0d3eb1e03b241410ef800a6c39b&chksm=bef92339898eaa2fca8eeab76179d44e5e1fe75cfecbe3947e6eae8ba53f8bef9bcd62418ed1#rd,1666940877
",2022.9.22
376,所罗门群岛投票延长议会 称澳提供选举基金为“干涉内政”,【南太之声编译报道】所罗门群岛议会已于近日投票决定将该国的全国选举推迟到2024年，支持总理索加瓦雷（Manasseh Sogavare）提出的将选举推迟到明年太平洋运动会之后的提议。太平洋岛屿新闻协会网9月9日援引澳大利亚广播公司（ABC）网站报道，议会以37票赞成、10票反对的结果通过了将大选投票推迟7个月的议案。所罗门群岛的选举应每四年举行一次，且议会将在6个月内解散。但索加瓦雷坚持认为，他需要把选举推迟到2023年底的太平洋奥运会之后，因为国家没有财力在同年举行两项大型活动。所罗门群岛反对派领袖瓦勒（Mathew Wale）指责索加瓦雷此举旨在“图谋”继续掌权，欺骗选民。他说:“这项法案没有获得选民的授权。这就是这个法案的根本问题。光这一点就应该让（政府）暂停。”索加瓦雷9月8日再次抨击澳大利亚为定于明年举行的选举提供资金的提议，并告诉议会，他仍然认为这是“企图直接干涉我国内政（的行为）”。9月7日，澳大利亚外长黄英贤（Penny Wong）否认澳大利亚提出为所罗门群岛的选举提供资金是在试图干涉所罗门群岛的政治，她强调，这笔援助将用于2023年或2024年的选举。8日，所罗门群岛首都霍尼亚拉加强了安保措施，各种商业关闭，担心这场辩论（指是否延长议会）可能给国内带来新的不稳定（因素）。《所罗门群岛商业杂志》的出版商伊罗加（Robert Iroga）说，所罗门群岛居民从第一次宣布延长议会的想法起就一直反对。他说:“所罗门基督教协会（Solomon Christian Association）基本上反对延期，我们的商会（Chamber of Commerce）里也有70%的人不支持任何延期。”他继续指出，“从社交媒体上的言论来看，基本上大家都反对拟议中的修正案。”伊罗加对澳大利亚提供选举资金表示欢迎，他认为这不是干涉（内政）。她说:“在我们需要捍卫民主和坚持民主原则的情况下，实际上我觉得我们需要国际支持。”（周晓编译）,,824,历史,所罗门群岛 澳大利亚,所罗门 群岛 选举 议会 澳大利亚 ,太平洋运动会 澳大利亚广播公司 所罗门群岛商业杂志 所罗门基督教协会 所罗门群岛商会,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=5&sn=d83c90c993e182aacae863fd9a728f9c&chksm=bef92339898eaa2f977b70c6bde1c43adb65fff1f4898dfaf2d394bd16651a5cf3e1f0e4b347#rd,1666940877
",2022.9.22
377,所罗门群岛与欧盟将签署数百万美元援助项目,【南太之声编译报道】长期以来，欧盟一直是所罗门群岛发展的主要伙伴。欧盟近日将宣布一个价值数百万美元的项目，旨在改善服务交付（质量），加强政府能力，以支持以人为本的发展能力。所罗门群岛《所罗门星报》9月14日报道，欧盟驻所罗门群岛和太平洋地区大使希亚姆（Sujiro Seam）将于本周晚些时候在霍尼亚拉启动该项目时宣布新的资金安排。这笔资金将覆盖2022-2025财年，并将通过省级治理和服务交付项目来提供。一份来自斐济的新闻发布会前公告称，欧盟、联合国开发计划署和联合国儿童基金会将与所罗门群岛政府在国家和地方层面保持密切合作，通过提供技术和咨询援助，升级政策和法律框架，以推进以人为本、负责任和有效的服务交付权力下放。该项目价值800万美元或6550万所罗门群岛元。希亚姆大使本周的访问是他对所罗门群岛的第二次访问。他上一次访问是在4年前。据悉，希亚姆将在正式宣布仪式后在霍尼亚拉举行的45分钟新闻发布会上向媒体发表讲话。（周晓编译）,,419,旅游,欧盟  所罗门群岛,所罗门 群岛 欧盟 项目 美元 ,欧盟 联合国开发计划署 联合国儿童基金会,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=6&sn=6c66052cbd777f0c367eed79c4fb2fca&chksm=bef92339898eaa2f4f97a5018251a55cdb9bce224d27a53cb9b1a49ca1456903ba3e4e0785d8#rd,1666940877
",2022.9.21
378,巴新地震已造成当地10人死亡 政府将提供资金援助,【南太之声编译报道】据巴布亚新几内亚媒体报道，11日发生的地震已造成多达10人死亡。新西兰RNZ15日报道，这场7.6级的地震又在一小时后发生5.0级的余震，影响了高地省的大部分地区，以及沿海的马当省（Madang）和莫罗贝省（Morobe）。据澳大利亚《信使邮报》报道，最新确认的遇难者是纳瓦布区（Nawaeb District）的一名男子，他被河边掉落的石头砸中后身亡。巴布亚新几内亚红十字会秘书长夸利亚塔（Valachi Quagliata）预计，将有约100个家庭因房屋倒塌或山体滑坡而被坠落的瓦砾受伤。他猜测所有在地震中受伤的人都已被空运到安全地带。“我认为，由于地震的地理位置，并不是所有人都被救出来了。仍然有一些人正在设法前往那些直升机能将人空运出来的地方。”由于偏远地区缺乏医疗设施，已经进行了大规模的空运（救援行动），但他确信仍有一些人有待救援。总理承诺向受灾最严重的地区提供援助总理马拉佩（James Marape）宣布向地震灾区提供1000万基那（约合270万美元）的援助。他说，巴布亚新几内亚国防军、国家灾害办公室和国家指挥中心反应中心将共同协助和应对，但需要全面的报告。他指出，受地震影响省份的所有省级灾害办公室都需要开始编制一份完整的报告，以便政府能够在必要时作出反应和提供援助。同时，据巴布亚新几内亚DataCo有限公司称，一条海底电缆在地震中受损。该公司总经理科波伊（Paul Komboi）表示，DataCo公司正试图弄清此次事故的全部损害程度。他说:“我们可以证实，莱城（Lae）以北67公里处的地震造成海底电缆断裂。”（周晓编译）,,684,历史,巴布亚新几内亚 新西兰 澳大利亚,地震 提供 援助 报道 巴布亚新几内亚 ,巴布亚新几内亚红十字会 国防军 国家灾害办公室 国家指挥中心 DataCo有限公司,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=7&sn=8e77802afc4c06655cf6215f4c017c3e&chksm=bef92339898eaa2f2d5e0ff49bdb1e57ae71117ca1d3d65695b951465c02fd8f51ea2f3fe8a9#rd,1666940877
",2022.9.21
379,瓦努阿图贸易出口管理升级：出口澳洲农产品须符合多项条件,【南太之声编译报道】瓦努瓦图生物安全代理部长近日警告出口商，向海外市场出口新鲜产品必须遵守生物安全条件。不遵守规定的农产品可能会被销毁。瓦努阿图《瓦国日报》10日报道，农牧业、林业、渔业和生物安全部（MALFFB）代理部长卡尔通加（Bakoa Kaltongga）表示，在确定特定新鲜农产品的市场后，出口商需要以正式和透明的方式正式请求生物安全部提供便利，以便更好地促进和推动贸易往来。卡尔通加在一份声明中强调：“我们在国际市场上的声誉对未来出口市场的可持续性，以及获得进口国的信任非常重要。因此，繁重的责任就落在了我们生物安全部的身上。为此，我们应遵循程序来保障和发展我们的出口市场，并向生物安全部咨询认可的商品清单和我们期望遵守的条件。”卡尔通加指出，“我希望明确，出口到澳大利亚的新鲜农产品必须（符合以下条件）”：-是获准进口到澳大利亚的国家允许品种；-只供人类食用；-无活的病虫害、未受污染的种子、土壤、动物和植物残渣，以及任何其他涉及生物安全的材料；-经出口国家植物保护组织（NPPO-瓦努阿图生物安全）认证，符合进口到澳大利亚的所有要求；-采用清洁、全新、防虫的包装，并贴上明确的标签；-符合澳大利亚的进口食品法规。卡尔通加重申：“我承认在发展新鲜农产品出口途径方面有一个既定的过程，这需要出口途径中的所有参与者与该行业的所有出口商和利益相关者密切协作。为了避免产生疑问，我希望继续明确，向澳大利亚出口新鲜根茎类作物和蔬菜的条件是针对以下农产品指定的。“其中包括：-淡水芋头-鲜山药-木薯-新鲜椰子山药或塔罗维提，生姜和面包果可以以冷冻和干燥的形式出口到澳大利亚。同时他指出：“我已正式指示生物安全部启动与农业、水和环境部（DAWE）发起正式讨论，以建立一条交易渠道，并同意贸易条件。”他补充说，尽管进口国设置了非常高的生物安全制度和严格的生物安全监管要求，瓦努阿图面向海外市场的新鲜农产品出口在最近几年已经逐渐成熟。（周晓编译）,,821,经济,瓦努阿图 澳大利亚,出口 生物 农产品 新鲜 条件 ,MALFFB NPPO DAWE,"http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=8&sn=07f876dff1b9127b11064d7f346fdefb&chksm=bef92339898eaa2ff01292ff68a1a18510c6ba66cde4bdae076eba706cb95d6629cb57dc6c37#rd,1666940877
",2022.9.21
