,Title,Context,Length,Category,Countries mentioned,Top5-Hot-Words,Organizations,Release Date,Unnamed: 0,URL
224,【快讯】2022年12月8日斐济共新增26例新冠确诊病例,今日共5名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例156个，共记录了68553个病例，其中66529人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68483。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年12月7日，斐济共有95.5%的成人（59.0万人）完全接种了疫苗，104.2%（原文数据）的成人（64.4万人）完成了第一针疫苗的接种。15至17岁的儿童共有32698名完全接种了疫苗，39357名完成了第一针疫苗的接种。12至14岁的儿童共有17569名完全接种了疫苗,369,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,无,2022.12.7,286,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227306&idx=2&sn=0f2caf1f253dec3a24df4056218b09ab&chksm=bef6dd1c8981540a8d969fb86a3e8c142143faf72c3d95c1c35aaab67b1927604cc120ffeb17#rd
225,【快讯】2022年12月8日斐济共新增26例新冠确诊病例,今日共5名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例156个，共记录了68553个病例，其中66529人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68483。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年12月7日，斐济共有95.5%的成人（59.0万人）完全接种了疫苗，104.2%（原文数据）的成人（64.4万人）完成了第一针疫苗的接种。15至17岁的儿童共有32698名完全接种了疫苗，39357名完成了第一针疫苗的接种。12至14岁的儿童共有17569名完全接种了疫苗,369,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,无,2022.12.7,288,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227305&idx=2&sn=9ea5cbc325dd83ed1b4a8fdc94dba1de&chksm=bef6dd1f89815409c97f6d9416f1ef7f60c5b4cfb244ae98ae44e9597678a74fbbe4cba942a5#rd
226,【快讯】2022年12月8日斐济共新增26例新冠确诊病例,今日共5名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例156个，共记录了68553个病例，其中66529人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68483。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年12月7日，斐济共有95.5%的成人（59.0万人）完全接种了疫苗，104.2%（原文数据）的成人（64.4万人）完成了第一针疫苗的接种。15至17岁的儿童共有32698名完全接种了疫苗，39357名完成了第一针疫苗的接种。12至14岁的儿童共有17569名完全接种了疫苗,369,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,无,2022.12.7,291,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227304&idx=2&sn=8dc04f48a315c94963986c3b26eff365&chksm=bef6dd1e898154085ace6f3119abdbf5edb08317305c78198bf010099174e6b6729f9f9c3777#rd
227,【快讯】2022年12月8日斐济共新增26例新冠确诊病例,今日共5名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例156个，共记录了68553个病例，其中66529人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68483。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年12月7日，斐济共有95.5%的成人（59.0万人）完全接种了疫苗，104.2%（原文数据）的成人（64.4万人）完成了第一针疫苗的接种。15至17岁的儿童共有32698名完全接种了疫苗，39357名完成了第一针疫苗的接种。12至14岁的儿童共有17569名完全接种了疫苗,369,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,无,2022.12.7,294,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227302&idx=2&sn=7fc0816d3a6cd667d341bbf9af5b33ff&chksm=bef6dd1089815406e9cae21e06ad1ab3c2200b7163578b34da2cb9f7c36e7d525dda1a380e85#rd
231,瓦努阿图启动国家能源及低排放发展计划,全球绿色增长研究所（GGGI）近日在瓦努阿图正式启动了《2022-2030国家能源效率战略和行动计划》（NEESAP）以及《长期低排放发展战略》（LT-LEDS）。这是通过绿色气候基金、新西兰政府和法国政府的资助而实现的。瓦努阿图《瓦国日报》12月3日报道，瓦努阿图气候变化部长雷根瓦努（Ralph Regenvanu）是在Ramada度假村召开的发布会的主要发言人。他回顾了瓦努阿图在联合国第27届气候大会（COP27）上为争取国际法院发表咨询意见而进行的游说。他说：“政府很高兴得到GGGI的技术支持，提出的两份政策文件将极大地帮助我们。NEESAP的总体目标是为减少温室气体排放做出贡献。该文件是通过与利益攸关方、私营部门和发展伙伴协商制定的。LT-LEDS的指导愿景是减少所有部门的排放，为民众提供有弹性、可持续和公平的增长。通过密切合作，我们可以实现一个健康的气候和环境。”（萨琳编译）,398,其他,瓦努阿图 新西兰 法国,瓦努阿图 排放 气候 发展 通过 ,联合国第27届气候大会（COP27）全球绿色增长研究所（GGGI）绿色气候基金新西兰政府法国政府2022-2030国家能源效率战略和行动计划（NEESAP）长期低排放发展战略（LT-LEDS）,2022.12.6,300,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227298&idx=6&sn=3288ba5e48bfd81b5a1a6e54a1ce174d&chksm=bef6dd1489815402d0807a9c56e7efcb17d96f7f0f23c7cfdfec1bfbafeb7cdb7e8ad36638dd#rd
249,斐济日报第2027期 2022年11月26日出版,斐济日报电子报每周六同步更新至“南太之声”App，微信公众号在次周一发布。新货到！本公司从韩国直接进口各类产品：方便面（辛拉面、炸酱面、安城汤面等）、韩国辣酱、各类酱料、食用油、各种口味海苔、韩国饮料（大小包装均有）、速溶咖啡、听装咖啡、多种类韩国品牌面膜、菲诗小铺洗面奶等。本批次产品销售均为批发价，欢迎来电咨询。=======================================================2022年11月26日出版斐济日报电子报本篇文章版权归斐济日报所有，未经授权许可，其他媒体不得转载。如需转载或改编，请联系斐济日报新媒体事业部。邮箱：fijidaily@gmail.com,307,其他,韩国 ,日报 韩国 2022年 11月 26日 ,无,2022.11.27,325,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227218&idx=1&sn=40336a12eed9461c13f9f66d607e08d8&chksm=bef922e4898eabf264d5720f85e397700c9c5bb072432f6e756e130a6554694d41b29ec49b2b#rd
251,【快讯】2022年11月24日斐济共新增9例新冠确诊病例,截至11月24日上午8点，卫生部公布了本日共新增9例新冠确诊病例。无新增死亡报告。今日共89名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例60个，共记录了68375个病例，其中66440人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68305。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年11月24日，斐济共有95.4%的成人（59.0万人）完全接种了疫苗，104.1%（原文数据）的成人（64.4万人）完成了第一针疫苗的接种。15至17岁的儿童共有32689名完全接种了疫苗，39337名完成了第一针疫苗的接种。12至14岁的儿童共有17298名完全接种了疫苗,411,其他,Not mentioned,病例 疫苗 接种 确诊 11月 ,,2022.11.27,327,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227134&idx=1&sn=0d31ccacdad04381fb6f0ab1559b8ab1&chksm=bef92248898eab5e1991ebb0604c4fdf21ea8b63592edc6354cc358562898e8d3d82fbd96dd1#rd
265,斐济日报第2026期 2022年11月19日出版,斐济日报电子报每周六同步更新至“南太之声”App，微信公众号在次周一发布。新货到！本公司从韩国直接进口各类产品：方便面（辛拉面、炸酱面、安城汤面等）、韩国辣酱、各类酱料、食用油、各种口味海苔、韩国饮料（大小包装均有）、速溶咖啡、听装咖啡、多种类韩国品牌面膜、菲诗小铺洗面奶等。本批次产品销售均为批发价，欢迎来电咨询。=======================================================2022年11月19日出版斐济日报电子报本篇文章版权归斐济日报所有，未经授权许可，其他媒体不得转载。如需转载或改编，请联系斐济日报新媒体事业部。邮箱：fijidaily@gmail.com,307,其他,韩国,日报 韩国 2022年 11月 19日 ,无,2022.11.22,344,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227046&idx=1&sn=2ab8d92e07f6a62a583438c63370af9a&chksm=bef92210898eab06cbca045705102686af25386d71f82e184016e332a9d9fb06dee2efb5facc#rd
266,【快讯】2022年11月17日斐济共新增5例新冠确诊病例,今日共16名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例79个，共记录了68307个病例，其中66351人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68237。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年11月16日，斐济共有95.4%的成人（59.0万人）完全接种了疫苗，104.1%（原文数据）的成人（64.4万人）完成了第一针疫苗的接种。15至17岁的儿童共有32513名完全接种了疫苗，39085名完成了第一针疫苗的接种。12至14岁的儿童共有17252名完全接种了疫苗,370,其他,Not mentioned,病例 疫苗 接种 确诊 共有 ,WHO,2022.11.19,345,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227037&idx=1&sn=54e30234c7688c277e355e42c01ef562&chksm=bef9222b898eab3dd690324936bb68ff623576c51f52b012911127972a3e13a84f0bbe72d419#rd
272,“新官上任三把火” 瓦国总理提出这些改革举措,瓦努阿图新政府近日致力于提高最低工资。这是新总理卡尔萨考（Ishmael Kalsakau）提出的优先事项之一。瓦努阿图《瓦国日报》12日报道，他说：“自新冠肺炎疫情和俄乌冲突以来，瓦努阿图遭受了沉重打击，人民遭受了巨大痛苦。我的政府致力于结合《价格控制法》提高最低工资。另一方面，我们的工人最近成为违反《就业法》《健康与安全法》以及《最低工资法》的受害者。”卡尔萨考指出，“物价飙升迫使雇主从国外招聘廉价劳动力，导致我们有能力的劳动力失业。因此，我们工会必须得到支持和加强，使他们能够有效地为工人争取权利。”公共部门改革作为政府最大和唯一的雇主，公共服务部门成为首选的雇主。然而，卡尔萨考承认，由于公务员任命中日益严重的裙带关系和缺乏公正性，毕业生和有能力的公民一直在寻找政府系统之外的更多机会。他说：“这种做法是一种疾病，已经影响到绩效和向基层提供服务。所以为了保持公务员队伍的廉洁，我的政府将调查和废除不正当的任命，完成和实施政府机制的检讨，检讨和改革公务员队伍以加强绩效管理，并审查车辆和住房政策。”公民的程序卡尔萨考表示，瓦努阿图经济在疫情期间受到了严重打击。“许多人失去了工作，依靠劳动力流动计划来维持家庭。公民计划在维持我们的经济方面发挥了重要作用。但现在的问题是，由于欧盟取消了签证豁免，导致我们的收入大幅下降。本届政府将努力满足欧盟的所有要求，并通过实施2019年提出的审查建议，弥补现有计划的缺陷和失败。”（周晓编译）,619,其他,瓦努阿图 俄罗斯 欧盟,政府 瓦努阿图 卡尔萨考 提出 改革 ,欧盟 劳动力流动计划 价格控制法 就业法 健康与安全法 最低工资法,2022.11.15,351,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649227031&idx=2&sn=a837ddb8a7caef672c0a23858eb4c26b&chksm=bef92221898eab37e8edb56178fc58c3d3cb4f754a036174dc9b4be2f8b08011a01942f3998c#rd
278,斐济日报第2025期 2022年11月12日出版,斐济日报电子报每周六同步更新至“南太之声”App，微信公众号在次周一发布。新货到！本公司从韩国直接进口各类产品：方便面（辛拉面、炸酱面、安城汤面等）、韩国辣酱、各类酱料、食用油、各种口味海苔、韩国饮料（大小包装均有）、速溶咖啡、听装咖啡、多种类韩国品牌面膜、菲诗小铺洗面奶等。本批次产品销售均为批发价，欢迎来电咨询。=======================================================2022年11月12日出版斐济日报电子报本篇文章版权归斐济日报所有，未经授权许可，其他媒体不得转载。如需转载或改编，请联系斐济日报新媒体事业部。邮箱：fijidaily@gmail.com,307,其他,韩国,日报 韩国 2022年 11月 12日 ,无,2022.11.8,358,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226969&idx=1&sn=9295ba559b1c40b58457beab2e16b663&chksm=bef923ef898eaaf9df9a9d4e497fd86a84494eda1afa5a7a8acdd5fdeacebc64a63782712563#rd
315,澳政府发布预算案 增大为太平洋伙伴援助,澳大利亚阿尔巴尼斯政府10月25日公布首份预算案，按此前报道，为了加强澳大利亚在太平洋地区的存在感，政府将为太平洋地区投入额外的10亿澳元（约合6.28亿美元）的安全援助资金，数额几乎是工党在大选期间承诺的二倍。太平洋岛屿新闻协会10月21日援引《悉尼晨锋报》报道，其中包括建立一个澳大利亚—太平洋防务学校，培训太平洋防务和安全部队，以及建立一个新的澳大利亚边境部队军官太平洋网络。澳大利亚广播公司将获得额外资金，用于制作节目并在整个地区传播。澳政府将花费5000万澳元（约合3192万美元），支持澳大利亚联邦警察在所罗门群岛的部署工作。澳外长黄英贤（Penny Wong）表示，“我们的援助将帮助我们的地区伙伴增强经济韧性，发展关键基础设施，并提供自己的安全保障。”（萨琳编译）,340,其他,澳大利亚 太平洋地区 美国 所罗门群岛,太平洋 澳大利亚 政府 地区 援助 ,太平洋岛屿新闻协会 澳大利亚联邦警察 澳大利亚—太平洋防务学校 澳大利亚边境部队军官太平洋网络,2022.10.22,406,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=4&sn=081ba0d3eb1e03b241410ef800a6c39b&chksm=bef92339898eaa2fca8eeab76179d44e5e1fe75cfecbe3947e6eae8ba53f8bef9bcd62418ed1#rd
317,无国界医生组织在基里巴斯启动医疗人道主义援助项目,无国界医生组织（MSF）近日已开始在基里巴斯提供医疗人道主义援助，因为气候变化加剧了该国的健康风险。太平洋岛屿新闻协会援引无国界医生组织报道，10月19日，MSF与基里巴斯签署了一份谅解备忘录，以提供侧重于孕产妇和新生儿健康的医疗服务。基里巴斯卫生和医疗服务部长艾汀特昂（Tinte Itinteang）博士在MSF悉尼办公室发表讲话:“这项协议标志着MSF和基里巴斯之间伙伴关系的一个惊人的里程碑。我们期待着富有成效的合作，以改善基里巴斯民众的健康成果，他们的健康面临许多挑战，包括气候变化的影响。”MSF在基里巴斯的第一个项目将在塔拉瓦岛（Tarawa）以及偏远的外岛提供援助，目的是支持初级保健能力，重点关注孕产妇和新生儿健康以及妊娠期间的非传染性疾病，通过改善基础设施（可持续能源、水、废物管理）促进改善二级护理，并通过培训和临床支持促进改善新生儿情况。据悉，太平洋区域75%的死亡是由非传染性疾病造成的，这些疾病被认为是基里巴斯健康问题的主要原因。特别是糖尿病和高血压，对人口有重大影响，可能导致婴儿死亡率高。基里巴斯是该区域新生儿死亡率最高的国家之一，也是世界上新生儿健康状况最差的国家之一（每1000名活产婴儿中有39人死亡，而澳大利亚只有3人死亡）。基里巴斯的最高点仅高于海平面3米，由于其独特的地理位置，气候变化正在加剧现有的健康问题，这被称为“乘数效应”。（萨琳编译）,594,其他,基里巴斯 澳大利亚,基里巴斯 健康 MSF 新生儿 医疗 ,无国界医生组织,2022.10.22,408,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226767&idx=6&sn=6c66052cbd777f0c367eed79c4fb2fca&chksm=bef92339898eaa2f4f97a5018251a55cdb9bce224d27a53cb9b1a49ca1456903ba3e4e0785d8#rd
338,公众因看不懂中文说明担忧药品使用 所国卫生局回应,所罗门群岛卫生和医疗服务部(MHMS)近日对公众在社交媒体上对中国标签药品提出的担忧做出了回应。所罗门群岛《所罗门时报》12日报道，公众提出的主要担忧之一是由于这种药品是用外语书写的，因此在使用时存在风险。那些在社交媒体上上传中国制造药品照片的人表示，包装内的说明书也是中文的。MHMS在一份新闻声明中证实，这些中国标签药品是中国捐赠的医疗药品。声明中写道，“这些药物列入国家基本药物清单中，并由所罗门群岛国家药物和治疗委员会(NMTC)批准在国内使用。该委员会负责评估、批准或不批准包括疫苗在内的医疗药品在该国的使用。”另外，声明中还提到，“这些中国捐赠的药品大多在包装上有英文标签和说明，如果有任何不确定的地方，建议所有临床人员、医生和护士与国家转诊医院(NRH)的医疗团队联系确认。”据悉，NRH的患者在社交媒体上上传的几张照片显示，中国捐赠的药品实际上有英文标签，但说明书是中文的。而在医疗用品持续短缺的情况下，在医疗行业充分了解中国合作伙伴是很重要的，尤其当这类药品是捐赠的，而且（这种捐赠）有可能还会持续下去。（周晓编译）,467,其他,所罗门群岛 中国,药品 中国 医疗 捐赠 使用 ,所罗门群岛国家药物和治疗委员会(NMTC) 国家转诊医院(NRH),2022.10.15,433,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226641&idx=6&sn=00c7c5e1426035ae46a682a678bf706d&chksm=bef920a7898ea9b1abfcc6cab5175d209843a9088f8ce4543e2d8a2c50674f051fac239569bd#rd
340,汤加火山爆发对土壤有何影响？土壤科学家组队调查,【南太之声编译报道】一组来自太平洋共同体（SPC）、澳大利亚和汤加的土壤科学家近日已经着手调查今年1月发生在汤加附近的Hunga-Ha'apai火山爆发所造成的火山灰沉降和海啸的影响。汤加Matangi新闻网10月8日报道，由新西兰外交和贸易部与新西兰土地保护研究中心合作资助的土壤调查项目，让土壤专家在汤加塔普岛（Tongatapu）和尤亚岛（Eua）的范围里活动，从25个历史遗址和9个海啸影响地区收集了100多个核心土壤样本。研究小组还进行了实地土壤测试，以确定土壤养分情况。SPC土地资源司土壤科学家阿兰姆（Ellen Iramu）说：“我们正试图通过比较太平洋土壤门户网站（PacSoP）中保存的一些较早的土壤数据，来研究海啸的盐分是如何影响土壤的，以及自火山爆发以来土壤是如何变化的。我们还想通过汤加农业、森林及食品部和MORDI汤加信托提供一些建议，关于农民可以做些什么来改善他们的可持续生产实践。”MORDI汤加信托首席执行官帕托罗（Soane Patolo）表示：“一旦土壤分析数据结果出来，我们将发挥我们的作用，用农民容易理解的语言传播这一重要信息，并帮助他们掌握正确的科学知识，提高农业生产力。”（萨琳编译）,515,其他,澳大利亚 汤加 新西兰,土壤 汤加 影响 爆发 科学家 ,太平洋共同体（SPC） 新西兰外交和贸易部 新西兰土地保护研究中心 MORDI汤加信托,2022.10.12,436,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226614&idx=3&sn=28f7e298ec0d0c2a137465d956d8f56b&chksm=bef92040898ea9563b9754631af2c58815f88cd77d28ed42248c176e5171b7e4489daf3642a4#rd
374,受到好评 瓦努阿图上线电商平台Maua,【南太之声编译报道】近日瓦努阿图推出的电子商务应用Maua受到欢迎，因为它符合该国电子商务战略和发展国家数字经济的路线图。《瓦国日报》17日报道，自2018年以来，该平台在萨摩亚被广泛使用，支持了该国新冠疫情后的经济复苏，现在已扩展到瓦努阿图，以手机应用程序形式和网站形式将客户和卖家聚集在一个在线市场。据创立了Maua的SkyEye太平洋有限公司首席执行官兼董事长萨利（Sam Saili）称，在萨摩亚有超过200家活跃的供应商在该平台上进行交易。向瓦努阿图扩张是数字解决方案的自然发展，该公司希望这将有助于推进他们的愿景，即“将技术本地化，为太平洋民众解决问题”。萨利说：“现在，（在萨摩亚）Maua应用程序已经因为它带来的社会影响而具有可持续发展性，我们能够将其适用于瓦努阿图。”公司希望看到瓦努阿图的数字经济以包容和公平的方式发展。萨利补充说:“对买家来说，便利是卖点，他们可以立即找到他们想要的东西，在网上付款，然后让快递送到家里。”据悉，瓦努阿图在今年5月发布了自己的电子商务战略和路线图，该国旅游、贸易、商业部长布鲁（James blue）称该文件将“从根本上改变在该国做生意的性质。”（萨琳编译）,506,其他,瓦努阿图 萨摩亚,瓦努阿图 该国 平台 Maua 电子 ,答SkyEye太平洋有限公司,2022.9.27,479,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226345&idx=4&sn=6334c7f2cbcf6ba6f85b759caf50e2a1&chksm=bef9215f898ea84900279727236dc31aa118e778b65b004a848d2bc620d2fd72cedde30d6861#rd
375,一公斤能卖到170美元 瓦努阿图持续扶持香草种植,【南太之声编译报道】香草被认为是最赚钱的农作物之一，每公斤价值超过2万瓦图（约合170美元）。瓦努阿图农业和农村发展部在瓦努阿图技能伙伴关系（VSP）和顾问卢兹（Michael Louze）的合作下，一直在为数位农民举办几次培训和工作坊，帮助他们提高香草豆的质量，以抓住市场机会。瓦努阿图《瓦国日报》17日报道，这些培训已经进行了几年，目前仍在进行中。培训的目的是向农民传授生产高质量香草产品的重要性，以满足国内和国际市场的标准。Aneityum是生产和供应香草豆最多的主要岛屿之一，因为Aneityum的大多数农民都表现出了投资香草生产的兴趣。此外，南方的气候条件有利于香草的种植。目前，瓦努阿图种植的香草原料仍然出口到澳大利亚、新西兰、新喀里多尼亚、法国和美国的国际市场。农业和农村发展部也将在今年12月的第一周在Tanna举办一个香草论坛。所有参加过培训和研讨会的农民也将参加本次论坛。论坛也会吸引香草买家出席。（萨琳编译）,415,其他,瓦努阿图 澳大利亚 新西兰 新喀里多尼亚 法国 美国,香草 瓦努阿图 农民 培训 种植 ,瓦努阿图技能伙伴关系（VSP）,2022.9.27,480,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226345&idx=5&sn=eab36663c23123f732ec2d2ae48fed3a&chksm=bef9215f898ea849754c019cc8d2333426719607e27767c00568a9770b23a21903b7b6b1386c#rd
382,美宣布继续扩大在太平洋地区的军事部署,【南太之声编译报道】美国近日宣布扩大其在太平洋岛屿地区军事存在的计划。太平洋岛屿新闻网站协会网9月16日援引太平洋岛屿时报网报道，美国国务院发言人办公室在一份简报中指出:“美国国防部将探索新的和独特的方法，以加强太平洋地区的安全，帮助他们建设作为安全、独立行为体的能力和复原力。”该简报介绍:“国防部正努力扩大其在该地区的官方代表和安全合作办公室，并努力确保太平洋岛屿在整个部门中的优先地位。”据悉，美国国务院发布了一份长篇概况介绍，以配合9月13日在檀香山东西方中心举行的第十二届太平洋岛屿领导人会议峰会的开幕。美国副国务卿舍曼（Wendy Sherman）率领代表团，与16位太平洋岛屿领导人一起，出席为期3日的太平洋岛屿发展计划召集的峰会。据介绍，美国国防部已与帕劳、密克罗尼西亚联邦和马绍尔群岛等太平洋岛国结成合作伙伴关系，“支持能力建设倡议，以提高海洋领域的意识”。美国国务院还表示:“美国海岸警卫队与伙伴国家合作，通过开展海上执法、保护生命和财产、保护公海航行，并提供人道主义援助来支持太平洋岛国。”该机构补充道:“美国海岸警卫队是印度洋-太平洋地区值得信赖的盟友，并以利用与太平洋岛屿国家的双边乘船协议来支持其合作伙伴为荣。”这些协议使海岸警卫队和美国海军舰艇以及执法人员能够与东道国合作，同时促进东道国“行使其法律法规的主权”。美国国务院指出，在过去十年中，美国在太平洋岛屿地区投资了15亿美元。“根据印度洋-太平洋战略，我们将继续扩大努力，与太平洋岛屿国家和领土合作，应对它们面临的最紧迫挑战，包括经济和环境复原力、水和粮食安全、卫生安全、海洋领域意识，以及加强民主机构和善治。”同时，“通过政府的全球基础设施和投资伙伴关系，我们还将扩大努力，部署安全的数字连接；作为政府的基础国际适应倡议“准备”(PREPARE)的一部分，在该地区建立气候复原力；加强全球卫生系统和卫生安全，并促进性别平等和公平。”在太平洋岛国领导人峰会上，舍曼宣布了几个新计划，这些计划将为治理、人与人之间的计划、气候复原力以及信息和通信技术提供援助。（周晓编译）,877,其他,帕劳 密克罗尼西亚联邦 马绍尔群岛 美国,太平洋 美国 岛屿 地区 安全 ,印度洋-太平洋战略 太平洋岛屿发展计划 太平洋岛屿领导人会议峰会 全球基础设施和投资伙伴关系 PREPARE 全球卫生系统 性别平等和公平,2022.9.25,486,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226300&idx=4&sn=ef643d9b646bc2b17642d870b4cca208&chksm=bef9210a898ea81c52caef49d7a435d9de3d7f1ff83e038ff3419b491c8e49fd1b427e6d65b0#rd
386,巴新总理：国企改革可提升业绩,【南太之声编译报道】巴新总理马拉佩（James Marape）近日在他的独立讲话中表示，如果服务业不能可靠地运转，经济就无法发展和进步。对此，国有企业（SOE）的改革将提升业绩。巴布亚新几内亚《国民报》15日报道，马拉佩说：“为了支持我们的经济，我们已经开始对我们的国有企业进行重大改革，以提高它们在服务提供和收入创造方面的整体表现。这些改革旨在确保盈利能力，改善航空业、水、电和电信服务，确保国有企业的独立性，并在董事会中实现性别平衡，以鼓励良好治理。”马拉佩还说，《1992年采矿法》（Mining Act1992）的审查工作已经完成，一旦内阁批准，议会将确保资源所有者、国家和开发商获得公平回报。已经通过的其他修正案包括《矿物资源管理局修正案》（Mineral Resource Authority Amendment Act）和《1992年采矿法》的某些章节，以适应必要的情况。（萨琳编译）,399,其他,巴布亚新几内亚,改革 马拉佩 国有 企业 已经 ,无,2022.9.24,490,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226300&idx=8&sn=2f787ec7f7c879a40eff39272e4c38bc&chksm=bef9210a898ea81c96d1e4ff770a9e615c39258ac1b9e705b269161263676a645705c19ac636#rd
387,【快讯】2022年9月22日斐济无新增新冠确诊病例,截至9月22日上午8点，卫生部公布了本日无新增新冠确诊病例。无新增死亡报告。今日共16名患者康复，自2020年3月19日确诊首个病例以来，斐济现有活跃病例70个，共记录了68234个病例，其中66290人康复，878人死亡。2021年4月出现的新一波疫情产生病例达到68164。死亡病例中，876人死于今年4月开始的第二波疫情。公众可登录http://bit.ly/3vE2ZBb查看确诊病例详细位置和热力图。卫生部还开通了疫苗接种热力图网站，公众可以登陆http://bit.ly/3h2JfCZ了解实时、详细的疫苗接种情况。截至2022年9月21日，斐济共有95.3%的成人（58.9万人）完全接种了疫苗，104.1%（原文数据）的成人（64.3万人）完成了第一针疫苗的接种。15至17岁的儿童共有32432名完全接种了疫苗，39027名完成了第一针疫苗的接种。12至14岁的儿童共有16866名完全接种了疫苗,407,其他,Not mentioned,病例 疫苗 接种 确诊 9月 ,联合国,2022.9.23,491,http://mp.weixin.qq.com/s?__biz=MjM5NjM1OTI1Nw==&mid=2649226299&idx=1&sn=04ff7228e375f23d7b833f7d97f2f9f2&chksm=bef9210d898ea81b6be9fd9c9c92f70db2c0ae99ee16d173d615ae947bb1b8b815628295feb9#rd
